,id,truthClass,truthMean,truthJudgments
0,858464162594172928,clickbait,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
1,858462320779026433,no-clickbait,0.13333333332,"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.0]"
2,858460992073863168,no-clickbait,0.39999999997999997,"[0.3333333333, 0.6666666666, 1.0, 0.0, 0.0]"
3,858459539296980995,no-clickbait,0.26666666664,"[0.0, 0.6666666666, 0.0, 0.3333333333, 0.3333333333]"
4,858455355948384257,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
5,858453552892694528,no-clickbait,0.19999999997999998,"[0.0, 0.6666666666, 0.3333333333, 0.0, 0.0]"
6,858450499921731585,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
7,858449569750896640,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.6666666666, 0.0]"
8,858444379232624641,clickbait,0.59999999996,"[0.6666666666, 0.6666666666, 1.0, 0.6666666666, 0.0]"
9,858440305447755777,clickbait,0.5333333333,"[0.0, 1.0, 0.3333333333, 0.6666666666, 0.6666666666]"
10,858439565199249410,no-clickbait,0.26666666664,"[0.0, 0.0, 0.0, 0.6666666666, 0.6666666666]"
11,858437063829540866,no-clickbait,0.2,"[1.0, 0.0, 0.0, 0.0, 0.0]"
12,858435726257528832,no-clickbait,0.13333333332,"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"
13,858433172966707201,clickbait,0.93333333332,"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"
14,858430831198699520,no-clickbait,0.3333333333,"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.6666666666]"
15,858429440849825792,no-clickbait,0.33333333332,"[0.0, 0.0, 1.0, 0.0, 0.6666666666]"
16,858425660611678210,no-clickbait,0.39999999997999997,"[0.3333333333, 0.0, 0.3333333333, 0.3333333333, 1.0]"
17,858421020331560960,clickbait,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
18,858419369809989632,no-clickbait,0.46666666664,"[0.6666666666, 0.3333333333, 0.3333333333, 0.0, 1.0]"
19,858417064897372162,no-clickbait,0.46666666664,"[1.0, 0.0, 0.3333333333, 0.6666666666, 0.3333333333]"
20,858414650727313408,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
21,858406694036140032,no-clickbait,0.26666666664,"[0.3333333333, 0.0, 0.3333333333, 0.6666666666, 0.0]"
22,858405611062558720,clickbait,0.59999999996,"[0.6666666666, 0.6666666666, 1.0, 0.3333333333, 0.3333333333]"
23,858404067617505280,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"
24,858403549478301696,no-clickbait,0.5333333333,"[0.3333333333, 0.3333333333, 0.6666666666, 1.0, 0.3333333333]"
25,858403073718353922,clickbait,0.86666666666,"[0.3333333333, 1.0, 1.0, 1.0, 1.0]"
26,858401369811816448,no-clickbait,0.33333333332,"[1.0, 0.6666666666, 0.0, 0.0, 0.0]"
27,858400560546017284,no-clickbait,0.19999999997999998,"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.0]"
28,858395917967384576,clickbait,0.86666666666,"[0.3333333333, 1.0, 1.0, 1.0, 1.0]"
29,858395466261827585,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"
30,858395165085630467,no-clickbait,0.26666666666,"[1.0, 0.3333333333, 0.0, 0.0, 0.0]"
31,858395031098585093,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
32,858391536618393600,no-clickbait,0.13333333332,"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"
33,858390472489881600,no-clickbait,0.26666666664,"[0.3333333333, 0.3333333333, 0.0, 0.3333333333, 0.3333333333]"
34,858388697582096384,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
35,858387587987365888,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"
36,858387219429699584,no-clickbait,0.33333333332,"[0.0, 1.0, 0.3333333333, 0.3333333333, 0.0]"
37,858382080941727745,no-clickbait,0.06666666666,"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"
38,858380666140020737,no-clickbait,0.26666666664,"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.3333333333]"
39,858380513383510016,no-clickbait,0.26666666666,"[1.0, 0.0, 0.0, 0.0, 0.3333333333]"
40,858376207183863808,no-clickbait,0.06666666666,"[0.3333333333, 0.0, 0.0, 0.0, 0.0]"
41,858372115564777472,no-clickbait,0.33333333332,"[0.0, 0.3333333333, 1.0, 0.0, 0.3333333333]"
42,858372109889933312,no-clickbait,0.53333333332,"[1.0, 0.0, 0.3333333333, 1.0, 0.3333333333]"
43,858368123753435136,no-clickbait,0.46666666664,"[0.3333333333, 1.0, 0.3333333333, 0.0, 0.6666666666]"
44,858365514988503041,clickbait,0.86666666664,"[1.0, 1.0, 0.6666666666, 0.6666666666, 1.0]"
45,858363902626861058,no-clickbait,0.46666666664,"[0.3333333333, 0.0, 0.3333333333, 0.6666666666, 1.0]"
46,858363332398600192,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
47,858362934199808000,no-clickbait,0.13333333332,"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"
48,858362802519633923,no-clickbait,0.06666666666,"[0.3333333333, 0.0, 0.0, 0.0, 0.0]"
49,858360136276086784,no-clickbait,0.26666666664,"[0.0, 0.6666666666, 0.0, 0.6666666666, 0.0]"
50,858353434977722368,no-clickbait,0.39999999997999997,"[0.0, 0.6666666666, 1.0, 0.3333333333, 0.0]"
51,858351082812133377,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
52,858347176740745217,clickbait,0.59999999998,"[1.0, 0.3333333333, 0.0, 0.6666666666, 1.0]"
53,858345210992001024,no-clickbait,0.13333333332,"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"
54,858345135414927360,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
55,858342616286593024,clickbait,0.66666666664,"[0.6666666666, 1.0, 0.0, 1.0, 0.6666666666]"
56,858341354669092864,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
57,858337429262135296,no-clickbait,0.3333333333,"[0.6666666666, 0.0, 0.0, 0.3333333333, 0.6666666666]"
58,858335642648023041,clickbait,0.59999999996,"[0.6666666666, 1.0, 0.3333333333, 0.6666666666, 0.3333333333]"
59,858332122767077376,clickbait,0.93333333332,"[1.0, 0.6666666666, 1.0, 1.0, 1.0]"
60,858331831518855174,clickbait,0.66666666664,"[1.0, 0.6666666666, 1.0, 0.0, 0.6666666666]"
61,858329066159714308,no-clickbait,0.39999999995999996,"[0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333, 0.6666666666]"
62,858327893885276160,no-clickbait,0.46666666661999995,"[0.3333333333, 0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333]"
63,858324537125085185,no-clickbait,0.19999999997999998,"[0.0, 0.0, 0.0, 0.3333333333, 0.6666666666]"
64,858323428260139008,clickbait,0.93333333332,"[1.0, 0.6666666666, 1.0, 1.0, 1.0]"
65,858320072179408896,no-clickbait,0.39999999997999997,"[0.6666666666, 0.0, 0.0, 0.3333333333, 1.0]"
66,858317450017992704,no-clickbait,0.3333333333,"[0.3333333333, 0.6666666666, 0.3333333333, 0.3333333333, 0.0]"
67,858315986939895808,no-clickbait,0.26666666664,"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.3333333333]"
68,858314930251907073,no-clickbait,0.19999999997999998,"[0.3333333333, 0.0, 0.0, 0.6666666666, 0.0]"
69,858312446926360577,no-clickbait,0.39999999997999997,"[1.0, 0.6666666666, 0.3333333333, 0.0, 0.0]"
70,858312247537520641,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"
71,858311661098283011,no-clickbait,0.13333333332,"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"
72,858311515354660866,no-clickbait,0.19999999997999998,"[0.3333333333, 0.0, 0.0, 0.0, 0.6666666666]"
73,858307740313284609,no-clickbait,0.26666666664,"[0.0, 0.3333333333, 0.0, 0.6666666666, 0.3333333333]"
74,858307544208605185,no-clickbait,0.46666666666,"[0.0, 1.0, 1.0, 0.0, 0.3333333333]"
75,858307466911731712,clickbait,0.53333333328,"[0.6666666666, 0.3333333333, 0.6666666666, 0.3333333333, 0.6666666666]"
76,858302188573085696,no-clickbait,0.39999999997999997,"[0.6666666666, 0.3333333333, 0.0, 1.0, 0.0]"
77,858301853855080453,no-clickbait,0.3333333333,"[0.3333333333, 0.6666666666, 0.3333333333, 0.0, 0.3333333333]"
78,858291327347437573,clickbait,0.59999999996,"[1.0, 0.6666666666, 0.6666666666, 0.3333333333, 0.3333333333]"
79,858289208737353728,no-clickbait,0.19999999997999998,"[0.6666666666, 0.0, 0.0, 0.0, 0.3333333333]"
80,858283602626347008,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
81,858282971907936256,clickbait,0.79999999998,"[1.0, 0.3333333333, 1.0, 1.0, 0.6666666666]"
82,858282219307249666,no-clickbait,0.19999999997999998,"[0.3333333333, 0.3333333333, 0.0, 0.0, 0.3333333333]"
83,858276032490741760,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
84,858274673636847616,no-clickbait,0.46666666664,"[1.0, 0.3333333333, 0.3333333333, 0.3333333333, 0.3333333333]"
85,858268713740640256,no-clickbait,0.26666666666,"[0.0, 1.0, 0.0, 0.0, 0.3333333333]"
86,858267871637413888,clickbait,0.93333333332,"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"
87,858258866181636099,no-clickbait,0.46666666664,"[0.3333333333, 0.3333333333, 1.0, 0.3333333333, 0.3333333333]"
88,858254593481990145,clickbait,0.46666666661999995,"[0.6666666666, 0.6666666666, 0.6666666666, 0.3333333333, 0.0]"
89,858254531632787463,no-clickbait,0.19999999997999998,"[0.6666666666, 0.0, 0.0, 0.0, 0.3333333333]"
90,858253529533870081,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"
91,858250782625411072,clickbait,0.7999999999599999,"[1.0, 0.6666666666, 0.6666666666, 1.0, 0.6666666666]"
92,858249012130050048,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.6666666666, 0.3333333333, 0.0]"
93,858245872802349057,no-clickbait,0.39999999997999997,"[0.3333333333, 1.0, 0.6666666666, 0.0, 0.0]"
94,858244470197891073,clickbait,0.59999999996,"[0.3333333333, 1.0, 0.6666666666, 0.6666666666, 0.3333333333]"
95,858239454611374080,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.3333333333, 0.3333333333]"
96,858238048101912576,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.0, 0.3333333333]"
97,858234470499053568,no-clickbait,0.19999999997999998,"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.3333333333]"
98,858234399761899520,no-clickbait,0.19999999997999998,"[0.0, 0.0, 0.6666666666, 0.3333333333, 0.0]"
99,858229471396212737,clickbait,0.66666666662,"[0.6666666666, 1.0, 0.6666666666, 0.6666666666, 0.3333333333]"
100,858229445517348864,no-clickbait,0.13333333332,"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"
101,858228368424280064,no-clickbait,0.26666666664,"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.0]"
102,858224473597779969,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
103,858222698367000577,no-clickbait,0.33333333332,"[1.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"
104,858206214597070848,clickbait,0.73333333332,"[0.0, 0.6666666666, 1.0, 1.0, 1.0]"
105,858202942142259200,no-clickbait,0.13333333332,"[0.0, 0.3333333333, 0.0, 0.0, 0.3333333333]"
106,858202797036253186,no-clickbait,0.06666666666,"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"
107,858199243647062016,clickbait,0.93333333332,"[1.0, 1.0, 1.0, 0.6666666666, 1.0]"
108,858197093361618945,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
109,858196166961483776,no-clickbait,0.2,"[1.0, 0.0, 0.0, 0.0, 0.0]"
110,858191667739987968,no-clickbait,0.06666666666,"[0.0, 0.0, 0.0, 0.3333333333, 0.0]"
111,858187843058802688,no-clickbait,0.13333333332,"[0.0, 0.6666666666, 0.0, 0.0, 0.0]"
112,858185175699738625,no-clickbait,0.33333333332,"[0.0, 1.0, 0.0, 0.3333333333, 0.3333333333]"
113,858179732285800448,no-clickbait,0.06666666666,"[0.0, 0.0, 0.3333333333, 0.0, 0.0]"
114,858166934197633025,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.3333333333, 0.0]"
115,858162175554224128,clickbait,0.73333333332,"[0.3333333333, 0.3333333333, 1.0, 1.0, 1.0]"
116,858157241030950913,no-clickbait,0.26666666664,"[0.6666666666, 0.0, 0.3333333333, 0.0, 0.3333333333]"
117,858157003549679616,no-clickbait,0.46666666664,"[0.6666666666, 0.3333333333, 1.0, 0.3333333333, 0.0]"
118,858156127128879104,clickbait,0.66666666664,"[0.6666666666, 1.0, 0.3333333333, 1.0, 0.3333333333]"
119,858153572571197440,no-clickbait,0.3333333333,"[0.3333333333, 0.0, 0.6666666666, 0.3333333333, 0.3333333333]"
120,858150052782645249,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.6666666666, 0.0]"
121,858147059890827264,clickbait,0.79999999998,"[1.0, 1.0, 0.6666666666, 0.3333333333, 1.0]"
122,858142549235642369,no-clickbait,0.46666666664,"[1.0, 0.3333333333, 0.3333333333, 0.0, 0.6666666666]"
123,858137811039465472,clickbait,0.73333333332,"[0.6666666666, 1.0, 1.0, 0.0, 1.0]"
124,858129505768132608,clickbait,0.66666666666,"[0.0, 1.0, 1.0, 1.0, 0.3333333333]"
125,858123680454512640,no-clickbait,0.13333333332,"[0.3333333333, 0.0, 0.0, 0.3333333333, 0.0]"
126,858123671927275520,clickbait,0.59999999998,"[0.3333333333, 0.6666666666, 1.0, 1.0, 0.0]"
127,858122416312209408,clickbait,0.39999999995999996,"[0.6666666666, 0.6666666666, 0.0, 0.0, 0.6666666666]"
128,858119533898469376,no-clickbait,0.33333333332,"[0.3333333333, 0.3333333333, 0.0, 0.0, 1.0]"
129,858116220683522051,no-clickbait,0.46666666666,"[0.0, 1.0, 0.0, 0.3333333333, 1.0]"
130,858114668463837184,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.3333333333, 0.6666666666, 0.0]"
131,858108463972536325,no-clickbait,0.19999999997999998,"[0.6666666666, 0.0, 0.0, 0.3333333333, 0.0]"
132,858108269616877568,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
133,858103833184141312,no-clickbait,0.46666666664,"[0.3333333333, 1.0, 0.3333333333, 0.6666666666, 0.0]"
134,858102163586908160,no-clickbait,0.53333333332,"[0.3333333333, 0.3333333333, 1.0, 0.0, 1.0]"
135,858093733119758338,no-clickbait,0.13333333332,"[0.0, 0.0, 0.3333333333, 0.0, 0.3333333333]"
136,858089947005190144,no-clickbait,0.39999999997999997,"[0.0, 0.0, 1.0, 0.6666666666, 0.3333333333]"
137,858089703156961281,no-clickbait,0.39999999997999997,"[0.0, 0.3333333333, 0.0, 1.0, 0.6666666666]"
138,858089189472186370,no-clickbait,0.5333333333,"[0.6666666666, 0.3333333333, 0.3333333333, 1.0, 0.3333333333]"
139,858088443070599168,no-clickbait,0.33333333332,"[0.0, 0.6666666666, 0.0, 0.0, 1.0]"
140,858086719509417984,no-clickbait,0.33333333332,"[1.0, 0.0, 0.0, 0.0, 0.6666666666]"
141,858086389694566402,no-clickbait,0.53333333332,"[0.3333333333, 1.0, 1.0, 0.3333333333, 0.0]"
142,858084721976381440,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
143,858079633648046083,clickbait,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
144,858074137872519173,no-clickbait,0.2,"[0.0, 0.0, 1.0, 0.0, 0.0]"
145,858073723450134533,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
146,858071023924768769,clickbait,0.66666666664,"[1.0, 0.6666666666, 1.0, 0.6666666666, 0.0]"
147,858070460814184448,clickbait,0.59999999996,"[1.0, 0.6666666666, 0.6666666666, 0.0, 0.6666666666]"
148,858070164193112065,no-clickbait,0.2,"[0.0, 0.0, 0.0, 0.0, 1.0]"
149,858070067279347712,clickbait,0.5333333333,"[0.3333333333, 0.0, 0.6666666666, 0.6666666666, 1.0]"
150,858067935125962756,no-clickbait,0.26666666664,"[0.3333333333, 0.3333333333, 0.0, 0.6666666666, 0.0]"
151,858066492151214085,no-clickbait,0.26666666664,"[0.6666666666, 0.0, 0.6666666666, 0.0, 0.0]"
152,858064532823982080,no-clickbait,0.39999999997999997,"[1.0, 0.6666666666, 0.3333333333, 0.0, 0.0]"
153,858063184758018049,no-clickbait,0.3333333333,"[0.0, 0.6666666666, 0.6666666666, 0.0, 0.3333333333]"
154,858062824735748097,clickbait,0.73333333332,"[1.0, 0.0, 1.0, 0.6666666666, 1.0]"
155,858062580132302849,no-clickbait,0.13333333332,"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"
156,858061570051538944,no-clickbait,0.39999999997999997,"[1.0, 0.3333333333, 0.0, 0.6666666666, 0.0]"
157,858060672059535360,no-clickbait,0.19999999997999998,"[0.0, 0.3333333333, 0.6666666666, 0.0, 0.0]"
158,858055725720915968,no-clickbait,0.13333333332,"[0.6666666666, 0.0, 0.0, 0.0, 0.0]"
159,858053960334098432,clickbait,0.93333333332,"[1.0, 1.0, 0.6666666666, 1.0, 1.0]"
160,858050223544860676,no-clickbait,0.53333333332,"[0.0, 1.0, 1.0, 0.3333333333, 0.3333333333]"
161,858048368974733312,no-clickbait,0.26666666666,"[1.0, 0.3333333333, 0.0, 0.0, 0.0]"
162,858048320341716992,clickbait,0.86666666666,"[1.0, 1.0, 1.0, 0.3333333333, 1.0]"
163,858048174249791488,no-clickbait,0.2,"[0.0, 0.0, 0.0, 1.0, 0.0]"
164,858042663588810752,no-clickbait,0.46666666664,"[0.3333333333, 0.6666666666, 1.0, 0.0, 0.3333333333]"
165,858041125864706048,no-clickbait,0.26666666664,"[0.6666666666, 0.3333333333, 0.0, 0.0, 0.3333333333]"
166,858040714604810243,no-clickbait,0.4,"[0.0, 0.0, 0.0, 1.0, 1.0]"
167,858040330716893189,no-clickbait,0.39999999995999996,"[0.6666666666, 0.3333333333, 0.0, 0.3333333333, 0.6666666666]"
168,858038529611509760,no-clickbait,0.26666666666,"[0.3333333333, 1.0, 0.0, 0.0, 0.0]"
169,858034079983325185,no-clickbait,0.5333333333,"[0.6666666666, 0.3333333333, 0.3333333333, 1.0, 0.3333333333]"
170,858033553468252160,no-clickbait,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
171,858033129562550273,no-clickbait,0.13333333332,"[0.0, 0.0, 0.6666666666, 0.0, 0.0]"
172,858032073403248640,no-clickbait,0.3333333333,"[0.6666666666, 0.0, 0.6666666666, 0.0, 0.3333333333]"
173,858025880718901248,no-clickbait,0.13333333332,"[0.3333333333, 0.3333333333, 0.0, 0.0, 0.0]"
174,858025529429065729,no-clickbait,0.06666666666,"[0.0, 0.3333333333, 0.0, 0.0, 0.0]"
175,858023618592354305,no-clickbait,0.19999999997999998,"[0.3333333333, 0.0, 0.0, 0.0, 0.6666666666]"
176,858020992458686464,clickbait,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0]"
177,858020037881417728,no-clickbait,0.26666666664,"[0.3333333333, 0.6666666666, 0.3333333333, 0.0, 0.0]"
178,858017072353345537,no-clickbait,0.26666666664,"[0.3333333333, 0.0, 0.3333333333, 0.0, 0.6666666666]"
179,858015465314058242,no-clickbait,0.26666666664,"[0.0, 0.3333333333, 0.0, 0.3333333333, 0.6666666666]"
180,858014840618713088,clickbait,0.93333333332,"[1.0, 1.0, 0.6666666666, 1.0, 1.0]"
181,858011477462200321,no-clickbait,0.13333333332,"[0.0, 0.0, 0.0, 0.0, 0.6666666666]"
182,858011437184290817,no-clickbait,0.19999999997999998,"[0.0, 0.0, 0.3333333333, 0.6666666666, 0.0]"
183,858010532137369600,clickbait,0.7999999999599999,"[0.6666666666, 0.6666666666, 1.0, 1.0, 0.6666666666]"
184,858006662728351749,no-clickbait,0.26666666666,"[0.0, 0.3333333333, 1.0, 0.0, 0.0]"
